,WS_18027,WS_18425,WS_18023,WS_18809,WS_18811,WS_18024,WS_17233,WS_18808,WS_17234,WS_17227,WS_18426,WS_18026,WS_18025,WS_19124,WS_18427,WS_18428,WS_17232,WS_17381,WS_19125,WS_18429,WS_18596,WS_17860,WS_17881,WS_18810,WS_17850,WS_18430,WS_18047,WS_18610,WS_18013,WS_17895,WS_17310,WS_17477,WS_18837,WS_18838,WS_19154,WS_17970,WS_19151,WS_18008,WS_18307,WS_18016,WS_17952,WS_18305,WS_18618,WS_17375,WS_17474,WS_18996,WS_17975,WS_17974,WS_19153,WS_18012,WS_18611,WS_17927,WS_18619,WS_17380,WS_17473,WS_18009,WS_18010,WS_18614,WS_18648,WS_18613,WS_17475,WS_17953,WS_19152,WS_18955,WS_17304,WS_17476,WS_17926,WS_19150,WS_18015,WS_18609,WS_18617,WS_18615,WS_18840,WS_17951,WS_19156,WS_18612,WS_17954,WS_18839,WS_18011,WS_17917,WS_17302,WS_17300,WS_17393,WS_18306,WS_17915,WS_18014,WS_17626,WS_17465,WS_19063,WS_19060,WS_18233,WS_18231,WS_17463,WS_18573,WS_19246,WS_19064,WS_19062,WS_17569,WS_18570,WS_18229,WS_18978,WS_18232,WS_18571,WS_17714,WS_18572,WS_17775,WS_19366,WS_17037,WS_17038,WS_17464,WS_18574,WS_19247,WS_18936,WS_18230,WS_18575,WS_19061
WS_17860,23.48214,30.47682,37.05515,39.05363,39.63652,28.81142,95.42742,82.85365,38.47074,35.63956,57.20649,51.04451,26.72967,49.29584,45.96504,23.64868,80.85517,84.43578,85.18521,8.49354,24.89773,0,74.52665,65.45022,14.73879,14.1559,271.95982,265.04841,276.04005,212.42177,302.02029,299.772,321.75528,275.54043,294.19291,198.09933,186.10845,175.36662,188.60655,192.02062,160.79437,174.867,155.79817,202.01302,202.92899,200.26435,334.32905,335.82791,337.82639,293.85983,314.34425,255.97198,243.1484,186.94115,187.94039,162.45977,182.19476,173.78449,159.12897,163.29247,206.92595,207.50884,196.68374,196.93355,197.59971,198.26587,160.04494,161.37726,179.94647,148.88676,150.21908,144.55672,179.8632,205.84344,219.8328,188.52328,255.55563,269.21191,225.6617,238.48528,200.26435,207.09249,229.99174,227.07729,226.82748,208.75789,870.92093,902.89661,886.07607,893.82018,895.81866,847.02244,863.09355,862.84374,911.88977,919.55061,915.38711,923.38103,914.97076,858.68024,853.76731,921.96544,904.64528,869.42207,869.42207,923.21449,878.4985,884.16086,885.32664,883.32816,913.30536,842.10951,841.69316,843.94145,857.59773,882.99508
WS_17881,71.44566,105.00347,50.71143,38.38747,63.61828,56.37379,32.30876,27.31256,36.38899,38.88709,19.56845,25.73043,91.93008,36.88861,28.72815,50.96124,16.82054,17.90305,11.07491,82.52057,98.67495,74.52665,0,18.3194,59.87113,61.12018,338.0762,333.16327,340.24122,274.29138,363.47355,361.14199,382.2093,336.99369,356.06252,238.73509,228.90923,239.40125,251.80848,252.55791,210.92291,222.58071,199.59819,246.14612,246.97882,245.47996,394.28345,395.44923,399.19638,358.061,379.04504,322.17163,310.76364,221.16512,221.66474,193.60275,219.99934,215.83584,196.85028,200.59743,261.4678,261.63434,250.55943,256.80468,256.30506,256.88795,219.91607,217.41797,239.8176,213.42101,203.67842,202.3461,236.4868,253.05753,266.88035,239.65106,317.67505,333.08,291.36173,301.18759,260.13548,267.96286,289.19671,290.11268,288.36401,273.20887,944.86469,977.00691,960.35291,968.01375,969.84569,920.88293,936.87077,936.62096,986.16661,993.91072,989.66395,997.65787,989.16433,932.624,927.79434,996.15901,978.83885,943.61564,943.4491,997.24152,952.44226,958.10462,959.2704,957.27192,987.41566,916.05327,915.63692,918.05175,931.45822,957.10538
WS_18810,57.53957,95.01107,35.38975,26.47986,47.13082,42.4677,30.39355,19.06883,31.05971,31.80914,23.73195,26.97948,78.69015,20.40115,21.6502,42.55097,34.64032,36.13918,28.06199,72.52817,90.34795,65.45022,18.3194,0,51.54413,51.29432,322.2549,317.84159,323.9203,257.72065,346.65301,344.32145,365.22222,320.25642,339.40852,220.49896,210.75637,223.33014,235.57083,235.82064,193.1864,204.67766,181.5286,227.99326,228.82596,227.3271,377.2131,378.29561,382.29257,341.74008,362.80739,306.4336,295.44196,202.84572,203.34534,175.28335,201.67994,197.59971,178.53088,182.3613,243.89783,244.06437,232.98946,239.98414,239.31798,239.90087,203.26207,200.26435,223.08033,197.68298,186.27499,185.44229,219.33318,235.07121,248.81076,221.91455,301.10432,316.67581,275.54043,284.70013,243.31494,251.30886,272.12636,273.70849,271.71001,257.13776,936.12134,968.01375,950.9434,958.77078,960.85253,912.22285,928.29396,928.12742,976.84037,984.2514,980.0879,988.08182,979.83809,923.79738,918.88445,986.99931,969.59588,934.37267,934.45594,988.24836,943.69891,949.278,950.44378,948.4453,978.33923,907.30992,906.8103,909.05859,922.79814,948.02895
WS_17850,24.89773,45.21561,27.97872,25.64716,35.38975,21.31712,81.85441,69.61372,23.73195,20.98404,42.55097,36.38899,37.4715,37.30496,31.47606,9.07643,66.28292,69.78026,70.44642,22.98252,39.05363,14.73879,59.87113,51.54413,0,5.24601,285.11648,278.70469,288.86363,224.66246,314.34425,312.09596,333.82943,287.78112,306.60014,205.59363,193.93583,188.02366,201.09705,203.92823,170.12061,183.69362,163.62555,210.25675,211.17272,208.75789,346.4032,347.81879,350.15035,306.68341,327.33437,269.21191,256.63814,192.85332,193.76929,167.45597,188.85636,181.36206,165.54076,169.70426,217.50124,218.00086,207.00922,208.67462,209.0077,209.67386,171.61947,172.03582,191.60427,161.5438,160.21148,155.54836,190.77157,214.8366,228.82596,198.26587,267.96286,281.95222,238.73509,250.97578,212.00542,219.08337,241.64954,239.65106,238.9849,221.4982,885.32664,917.38559,900.56505,908.30916,910.22437,861.42815,877.41599,877.24945,926.46202,934.12286,929.87609,937.87001,929.45974,873.08595,868.25629,936.45442,919.13426,883.91105,883.82778,937.6202,892.90421,898.56657,899.73235,897.73387,927.79434,856.51522,856.09887,858.43043,872.00344,897.40079
WS_18430,19.65172,43.96656,24.48138,24.89773,30.64336,17.07035,81.27152,68.78102,25.8137,22.4829,44.79926,38.88709,33.55781,35.38975,32.39203,10.65856,68.69775,72.11182,71.94528,21.48366,39.05363,14.1559,61.12018,51.29432,5.24601,0,281.70241,275.45716,285.19975,220.6655,310.43056,308.099,329.83247,283.78416,302.68645,200.51416,188.93963,184.19324,197.26663,199.848,165.37422,178.86396,158.62935,205.34382,206.25979,203.84496,342.32297,343.65529,346.15339,303.01953,323.67049,265.71457,253.39061,187.69058,188.60655,162.20996,183.77689,176.28259,160.46129,164.54152,213.00466,213.50428,202.51264,204.51112,204.8442,205.51036,167.45597,167.62251,187.44077,157.79665,155.63163,151.21832,186.44153,210.00694,223.9963,193.51948,264.04917,278.20507,235.15448,247.14536,207.92519,215.00314,237.48604,235.73737,235.07121,217.83432,884.91029,916.88597,899.89889,907.72627,909.72475,861.0118,877.08291,876.8331,925.79586,933.37343,929.20993,937.20385,928.79358,872.58633,867.75667,935.87153,918.55137,883.32816,883.32816,937.12058,892.48786,898.15022,899.316,897.31752,927.21145,856.09887,855.68252,857.93081,871.58709,896.90117
WS_18047,267.13016,245.14688,287.36477,300.18835,275.12408,281.86895,343.48875,331.4146,306.93322,303.18607,325.41916,320.00661,248.22787,301.93702,311.09672,292.19443,349.23438,352.39864,349.06784,263.54955,255.88871,271.95982,338.0762,322.2549,285.11648,281.70241,0,18.65248,16.82054,68.78102,48.04679,46.71447,66.53273,36.80534,40.21941,157.04722,153.96623,98.92476,87.4335,90.84757,145.7225,143.64075,166.29019,143.14113,142.97459,140.06014,79.1065,81.52133,75.7757,27.14602,43.63348,15.98784,30.89317,181.11225,182.27803,197.18336,171.36966,161.71034,180.94571,180.02974,101.08978,102.25556,109.74986,88.68255,91.93008,91.51373,121.49093,129.31831,103.42134,124.65519,144.97307,140.06014,112.58104,130.23428,126.07078,124.48865,35.97264,19.48518,46.71447,43.96656,85.68483,76.69167,66.616,52.04375,58.20573,65.45022,680.81552,707.71173,685.3121,696.22047,701.29994,659.4984,675.65278,675.15316,711.62542,714.62314,711.70869,719.4528,715.45584,666.24327,661.33034,723.86611,705.38017,671.57255,674.98662,727.03037,686.81096,691.89043,692.88967,691.39081,716.70489,652.92007,650.3387,650.50524,668.15848,686.9775
WS_18610,261.80088,237.3195,282.61838,294.94234,270.87731,276.78948,340.24122,327.91726,300.93778,297.2739,319.67353,314.09444,242.23243,297.44044,305.68417,286.11572,343.65529,346.81955,344.15491,256.63814,247.81152,265.04841,333.16327,317.84159,278.70469,275.45716,18.65248,0,35.38975,72.19509,66.44946,65.28368,84.26924,54.62512,58.87189,165.12441,160.62783,96.42666,86.6008,92.76278,148.72022,148.55368,169.8708,151.46813,151.38486,148.13733,96.50993,98.92476,91.93008,44.38291,57.12322,19.48518,22.4829,188.27347,189.60579,202.17956,178.03126,167.20616,185.35902,184.8594,108.251,109.66659,115.82857,91.68027,95.84377,95.59396,120.90804,130.56736,104.58712,120.65823,146.13885,139.39398,115.49549,138.72782,136.22972,130.23428,49.37911,36.55553,45.13234,51.79394,89.18217,80.27228,75.60916,56.6236,64.70079,64.78406,671.73909,699.13492,677.23491,687.89347,692.63986,650.08889,666.24327,665.74365,703.6315,707.12884,704.04785,711.79196,707.37865,657.33338,652.42045,715.62238,697.21971,663.16228,666.24327,718.6201,677.90107,682.98054,683.97978,682.48092,708.29462,643.59383,641.26227,641.59535,658.91551,678.40069
WS_18013,269.87807,250.14308,289.52979,302.68645,276.87275,284.36705,344.07164,332.2473,310.09748,306.26706,328.33361,323.17087,251.55867,303.68569,313.84463,295.6085,351.98229,355.06328,351.14959,267.71305,261.21799,276.04005,340.24122,323.9203,288.86363,285.19975,16.82054,35.38975,0,66.78254,33.14146,31.47606,52.87645,20.56769,24.73119,148.38714,146.5552,101.00651,88.43274,89.18217,141.80881,138.14493,161.62707,134.48105,134.23124,131.64987,65.94984,68.19813,64.78406,17.81978,38.88709,25.31408,42.4677,173.11833,174.20084,191.02138,163.95863,155.38182,175.36662,174.11757,94.0951,95.09434,103.75442,86.01791,88.34947,87.84985,121.24112,127.23656,102.08902,127.4031,142.80805,139.64379,109.41678,121.5742,115.91184,118.40994,26.31332,7.57757,51.12778,39.88633,82.77038,74.02703,59.20497,50.37835,54.04223,67.36543,691.9737,718.37029,695.55431,706.71249,712.04177,670.90639,686.9775,686.47788,721.9509,724.449,721.70109,729.36193,725.78132,677.23491,672.32198,734.27486,715.78892,682.06457,685.81172,737.60566,697.8026,702.88207,703.79804,702.38245,727.19691,664.16152,661.41361,661.41361,679.31666,697.63606
WS_17895,204.59439,188.27347,223.66322,237.15296,210.75637,218.91683,277.37237,265.6313,245.14688,241.23319,263.04993,258.05373,187.19096,237.65258,248.39441,230.90771,286.53207,289.52979,285.19975,204.34458,199.59819,212.42177,274.29138,257.72065,224.66246,220.6655,68.78102,72.19509,66.78254,0,89.68179,87.4335,109.33351,63.11866,82.02095,95.17761,89.26544,37.97112,24.31484,22.39963,77.10802,76.44186,97.92552,82.18749,82.27076,78.52361,122.07382,123.57268,125.48789,84.35251,105.66963,54.70839,52.54337,117.07762,118.40994,129.98447,106.41906,95.17761,113.2472,112.66431,38.97036,40.63576,44.46618,19.90153,23.64868,23.39887,54.62512,60.70383,35.22321,64.03463,76.35859,72.86125,43.88329,70.11334,71.52893,58.45554,43.46694,59.37151,29.1445,27.06275,17.07035,8.07719,22.4829,16.73727,14.48898,15.57149,742.7684,770.58058,748.93038,759.4224,764.00225,720.86839,737.10604,736.60642,775.32697,778.99085,775.90986,783.65397,779.07412,728.44596,723.53303,787.23458,768.91518,734.69121,737.60566,790.14903,749.01365,754.25966,755.2589,753.67677,779.82355,714.53987,712.29158,712.7912,729.86155,749.84635
WS_17310,294.19291,277.45564,312.92866,326.58494,299.85527,308.34881,365.05568,353.64769,334.7454,330.83171,352.64845,347.73552,276.87275,326.66821,337.90966,320.5895,375.96405,378.8785,374.21538,293.9431,288.61382,302.02029,363.47355,346.65301,314.34425,310.43056,48.04679,66.44946,33.14146,89.68179,0,2.33156,20.48442,26.56313,8.66008,155.21528,156.29779,126.90348,113.49701,110.91564,158.12973,151.5514,176.11605,141.72554,141.22592,139.64379,33.72435,35.8061,35.8061,23.56541,31.6426,58.37227,75.52589,180.61263,181.5286,201.92975,172.95179,166.78981,187.85712,185.94191,107.08522,107.58484,117.82705,106.66887,107.50157,106.91868,143.64075,146.88828,123.65595,153.30007,161.71034,161.21072,127.98599,129.31831,120.49169,131.73314,46.54793,36.88861,81.27152,63.70155,103.2548,95.59396,74.85973,75.19281,75.35935,94.42818,697.30298,722.53379,698.88511,710.54291,716.45508,676.90183,692.88967,692.30678,725.11516,726.69729,724.19919,731.77676,729.11212,682.31438,677.48472,737.7722,719.20299,686.06153,690.39157,741.51935,702.88207,707.71173,708.6277,707.29538,731.1106,669.90715,666.82616,666.40981,684.97902,701.79956
WS_17477,291.86135,275.12408,310.5971,324.25338,297.52371,306.10052,362.72412,351.31613,332.49711,328.58342,350.31689,345.40396,274.54119,324.33665,335.5781,318.34121,373.71576,376.63021,371.96709,291.61154,286.36553,299.772,361.14199,344.32145,312.09596,308.099,46.71447,65.28368,31.47606,87.4335,2.33156,0,22.56617,24.31484,6.82814,153.2168,154.13277,124.57192,111.16545,108.66735,155.88144,149.30311,173.86776,139.64379,139.22744,137.56204,35.8061,37.80458,38.13766,23.06579,32.80838,56.70687,73.86049,178.61415,179.53012,199.76473,170.87004,164.62479,185.60883,183.77689,104.83693,105.33655,115.57876,104.42058,105.17001,104.58712,141.30919,144.55672,121.32439,151.05178,159.46205,158.87916,125.7377,127.23656,118.49321,129.48485,44.29964,35.05667,79.18977,61.45326,101.00651,93.2624,72.52817,72.94452,73.11106,92.26316,698.6353,723.94938,700.3007,711.9585,717.7874,678.15088,694.13872,693.55583,726.53075,728.11288,725.61478,733.19235,730.52771,683.6467,678.73377,739.18779,720.61858,687.39385,691.72389,742.85167,704.21439,709.04405,709.96002,708.6277,732.44292,671.23947,668.15848,667.74213,686.22807,703.13188
WS_18837,313.34501,297.35717,331.74768,345.5705,318.59102,327.41764,383.042,371.80055,353.98077,350.06708,371.71728,366.88762,296.35793,345.40396,356.97849,339.99141,395.03288,397.86406,392.95113,313.67809,308.68189,321.75528,382.2093,365.22222,333.82943,329.83247,66.53273,84.26924,52.87645,109.33351,20.48442,22.56617,0,46.46466,29.06123,168.45521,170.7035,146.80501,133.31527,130.06774,175.20008,167.53924,192.27043,155.29855,154.71566,153.54988,13.23993,15.32168,18.15286,39.80306,36.80534,78.19053,95.34415,193.85256,194.60199,216.41873,186.85788,181.86168,203.09553,200.93051,123.65595,123.98903,134.56432,125.57116,125.98751,125.32135,162.62631,165.04114,142.64151,173.2016,179.61339,179.94647,146.05558,143.39094,133.39854,147.88752,66.616,57.28976,101.75594,83.85289,122.15709,114.82933,93.09586,95.26088,94.9278,114.74606,694.63834,719.03645,694.80488,706.79576,713.04101,674.65354,690.47484,689.89195,720.95166,721.9509,719.61934,727.11364,725.11516,679.39993,674.57027,733.85851,715.20603,682.48092,687.14404,737.7722,699.96762,704.71401,705.54671,704.29766,727.36345,667.49232,664.16152,663.49536,682.39765,698.30222
WS_18838,267.62978,250.97578,286.4488,300.02181,273.37541,281.86895,338.9089,327.41764,308.18227,304.26858,326.08532,321.17239,250.30962,300.18835,311.34653,294.02637,349.48419,352.39864,347.81879,267.37997,262.21723,275.54043,336.99369,320.25642,287.78112,283.78416,36.80534,54.62512,20.56769,63.11866,26.56313,24.31484,46.46466,0,19.1521,133.98143,133.56508,100.42362,86.93388,84.43578,132.98219,127.23656,151.5514,120.15861,119.74226,117.66051,59.45478,61.20345,62.36923,28.72815,48.37987,40.30268,56.29052,159.12897,160.12821,178.86396,150.7187,143.39094,164.12517,162.45977,82.68711,83.35327,93.09586,80.27228,81.35479,80.7719,117.07762,120.7415,97.17609,126.82021,135.81337,134.81413,102.08902,107.4183,100.17381,107.33503,20.23461,18.23613,56.87341,37.38823,76.94148,69.03083,49.1293,48.87949,48.79622,68.36467,710.04329,736.1068,713.04101,724.36573,729.86155,689.14252,705.21363,704.71401,739.35433,741.51935,738.85471,746.51555,743.26802,695.22123,690.39157,751.76156,733.27562,699.71781,703.6315,755.2589,715.87219,720.78512,721.70109,720.2855,744.85015,682.39765,679.4832,679.39993,697.46952,715.37257
WS_19154,286.61534,269.29518,305.51763,319.09064,292.52751,300.85451,358.061,346.65301,327.08456,323.25414,345.07088,340.07468,269.12864,319.34045,330.41536,312.92866,368.46975,371.3842,366.88762,286.03245,280.53663,294.19291,356.06252,339.40852,306.60014,302.68645,40.21941,58.87189,24.73119,82.02095,8.66008,6.82814,29.06123,19.1521,0,151.05178,151.46813,118.90956,105.50309,103.50461,151.96775,145.88904,170.28715,137.3955,136.97915,135.14721,42.30116,44.38291,43.63348,18.3194,32.22549,49.962,67.03235,176.36586,177.3651,196.93355,168.37194,161.62707,182.52784,180.6959,101.33959,101.92248,111.91488,99.42438,100.50689,99.924,136.22972,139.97687,116.32819,145.38942,154.96547,153.96623,121.24112,124.82173,116.66127,125.98751,38.63728,28.3118,72.69471,55.70763,96.09358,88.09966,68.19813,67.11562,67.78178,86.18445,697.63606,723.19995,699.71781,711.29234,716.9547,677.06837,693.05621,692.47332,725.94786,727.7798,725.19843,732.85927,729.94482,682.73073,677.8178,738.6049,720.03569,686.72769,690.89119,742.18551,703.29842,708.21135,709.12732,707.71173,731.77676,670.15696,667.15924,666.82616,685.22883,702.38245
WS_17970,181.02898,185.60883,192.77005,207.75865,178.86396,191.521,230.90771,221.74801,219.41645,215.41949,233.73889,230.57463,171.78601,203.01226,219.08337,208.59135,254.14004,256.22179,248.22787,192.10389,196.5172,198.09933,238.73509,220.49896,205.59363,200.51416,157.04722,165.12441,148.38714,95.17761,155.21528,153.2168,168.45521,133.98143,151.05178,0,13.40647,96.17685,94.01183,80.93844,46.13158,31.72587,42.4677,13.90609,14.1559,16.98708,177.3651,177.61491,186.5248,162.29323,182.27803,146.13885,147.30463,25.39735,26.31332,49.962,19.81826,24.39811,41.96808,38.3042,56.95668,55.45782,51.04451,78.85669,73.2776,73.2776,77.10802,62.70231,75.7757,99.25784,60.45402,74.943,61.45326,26.81294,35.05667,38.97036,122.32363,141.30919,124.32211,113.74682,80.10574,87.60004,90.43122,108.83389,100.42362,107.91792,836.78023,864.17606,842.10951,852.85134,857.681,815.13003,831.36768,830.86806,868.42283,871.58709,868.58937,876.33348,872.25325,822.37452,817.46159,880.49698,862.09431,828.12015,831.28441,883.57797,843.02548,848.10495,849.10419,847.60533,873.25249,808.71824,806.30341,806.71976,824.03992,843.44183
WS_19151,169.62099,172.78525,182.11149,197.01682,168.12213,180.52936,222.41417,212.83812,208.42481,204.42785,223.24687,219.91607,159.62859,192.85332,208.42481,197.18336,243.9811,246.22939,238.56855,179.8632,183.86016,186.10845,228.90923,210.75637,193.93583,188.93963,153.96623,160.62783,146.5552,89.26544,156.29779,154.13277,170.7035,133.56508,151.46813,13.40647,0,85.93464,85.18521,72.86125,32.89165,19.06883,30.31028,17.40343,18.23613,17.65324,180.36282,180.77917,188.85636,161.37726,181.94495,142.05862,141.80881,27.81218,29.22777,45.71523,17.4867,13.07339,33.72435,30.8099,52.87645,51.71067,44.88253,71.52893,66.28292,66.44946,65.28368,50.46162,66.11638,87.01715,47.21409,61.86961,51.79394,27.39583,39.55325,30.97644,120.32515,139.31071,118.32667,110.08294,73.19433,81.35479,87.68331,104.00423,96.17685,100.92324,831.95057,859.67948,837.94601,848.43803,853.10115,810.13383,826.28821,825.87186,864.25933,867.75667,864.67568,872.41979,868.00648,817.7114,812.79847,876.25021,857.84754,823.70684,826.70456,879.16466,838.27909,843.44183,844.44107,842.85894,868.83918,803.80531,801.55702,801.97337,819.12699,838.94525
WS_18008,168.78829,150.55216,188.68982,201.67994,176.28259,183.44381,244.56399,232.48984,209.0077,205.17728,227.3271,222.08109,150.63543,203.09553,212.83812,194.60199,250.97578,254.05677,250.39289,167.20616,161.87688,175.36662,239.40125,223.33014,188.02366,184.19324,98.92476,96.42666,101.00651,37.97112,126.90348,124.57192,146.80501,100.42362,118.90956,96.17685,85.93464,0,13.65628,23.48214,61.03691,68.03159,82.10422,86.43426,86.85061,82.4373,159.62859,161.29399,162.54304,118.90956,139.72706,83.18673,73.94376,111.99815,113.58028,116.82781,100.59016,86.51753,99.17457,100.00727,53.62588,55.29128,50.54489,29.06123,33.39127,33.97416,26.31332,39.80306,20.8175,26.47986,53.62588,43.80002,34.80686,77.85745,85.60156,57.87265,80.27228,94.01183,52.37683,63.20193,31.39279,34.64032,58.70535,51.71067,52.37683,33.80762,756.00833,784.90302,764.33533,774.16119,778.24142,733.6087,749.84635,749.43,790.64865,795.31177,791.8977,799.72508,794.22926,742.18551,737.27258,802.22318,783.98705,749.43,751.67829,804.72128,762.66993,767.99921,768.99845,767.33305,794.47907,727.61326,725.78132,726.69729,743.01821,764.33533
WS_18307,181.5286,164.12517,201.09705,214.33698,188.52328,196.01758,256.13852,244.14764,221.91455,218.08413,240.06741,234.98794,163.70882,215.33622,225.49516,207.59211,263.71609,266.71381,262.71685,180.44609,175.44989,188.60655,251.80848,235.57083,201.09705,197.26663,87.4335,86.6008,88.43274,24.31484,113.49701,111.16545,133.31527,86.93388,105.50309,94.01183,85.18521,13.65628,0,14.07263,64.70079,68.78102,86.18445,82.85365,83.18673,78.85669,146.13885,147.72098,149.13657,106.16925,127.23656,72.02855,64.61752,112.33123,113.83009,120.32515,101.00651,87.76658,102.75518,103.08826,45.29888,47.04755,44.79926,18.65248,24.06503,24.48138,34.39051,44.79926,19.73499,39.88633,59.9544,52.95972,33.64108,72.86125,78.60688,55.04147,66.94908,81.27152,41.635,49.87873,19.9848,21.40039,45.38215,38.55401,38.72055,22.06655,751.17867,779.65701,758.67297,768.74864,772.99541,728.94558,745.09996,744.68361,785.06956,789.31633,786.0688,793.89618,788.65017,737.10604,732.19311,796.72736,778.49123,744.01745,746.51555,799.392,757.67373,762.91974,763.91898,762.33685,789.06652,722.7836,720.78512,721.53455,738.18855,759.00605
WS_18016,183.27727,168.95483,201.92975,215.6693,188.93963,197.43317,255.13928,243.48148,223.91303,219.99934,241.73281,236.81988,166.37346,215.83584,226.99402,209.92367,265.04841,267.96286,263.38301,184.0267,180.36282,192.02062,252.55791,235.82064,203.92823,199.848,90.84757,92.76278,89.18217,22.39963,110.91564,108.66735,130.06774,84.43578,103.50461,80.93844,72.86125,23.48214,14.07263,0,55.95744,57.53957,77.27456,69.28064,69.61372,65.36695,142.47497,143.89056,146.72174,106.66887,127.98599,76.35859,71.77874,100.34035,101.83921,110.41602,89.26544,76.69167,93.17913,93.09586,31.30952,33.05819,30.97644,5.66236,10.24221,10.74183,32.64184,38.47074,12.90685,45.7985,54.1255,50.62816,22.89925,58.95516,64.53425,42.13462,65.28368,81.68787,47.96352,49.37911,8.57681,15.40495,38.13766,39.1369,35.88937,28.89469,761.00453,789.23306,767.99921,778.24142,782.57146,738.93798,755.17563,754.67601,794.31253,798.30949,795.06196,802.88934,797.97641,746.84863,741.9357,806.0536,787.81747,753.51023,756.0916,808.88478,767.41632,772.66233,773.66157,772.07944,798.5593,732.69273,730.61098,731.27714,748.09768,768.49883
